listing_number,id,listing_url,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month
478,1080048,https://www.airbnb.com/rooms/1080048,Work from home in Florence near the Train Station!,5940900,Sharika,2013-04-15,"Florence, Tuscany, Italy",1,Centro Storico,43.77363,11.25082,Entire home/apt,3,1.0,$59.00,22,52,82,355,6,4,,t,1,5.18
479,1080199,https://www.airbnb.com/rooms/1080199,"Few yards from Duomo, Via dei Servi",5873948,Lorena,2013-04-11,"San Miniato, Tuscany, Italy",1,Centro Storico,43.77644,11.25994,Entire home/apt,7,3.0,$156.00,22,52,82,82,11,1,,f,1,2.49
480,1086581,https://www.airbnb.com/rooms/1086581,THE QUIET IN THE HEART OF CITY-2,5922972,Milco,2013-04-14,IT,4,Centro Storico,43.78566,11.24007,Entire home/apt,5,2.0,$95.00,20,42,72,343,0,0,,f,4,0.16
481,1086689,https://www.airbnb.com/rooms/1086689,Elegant apartment in the earth of Florence,1214786,Irene,2011-09-27,"Florence, Tuscany, Italy",8,Centro Storico,43.77453,11.26044,Entire home/apt,5,2.0,$109.00,12,42,72,347,24,1,,t,2,2.1
482,1090833,https://www.airbnb.com/rooms/1090833,Spectacular Location Ponte Vecchio,4974055,Casa Ventura SRL Karin,2013-02-05,"Florence, Tuscany, Italy",2,Centro Storico,43.76868,11.25316,Entire home/apt,6,2.0,$350.00,8,22,42,143,8,2,,t,2,1.04
483,1091533,https://www.airbnb.com/rooms/1091533,Apartment in town,5996955,Guido,2013-04-19,"Montespertoli, Tuscany, Italy",1,Centro Storico,43.76365,11.25967,Entire home/apt,4,2.0,$70.00,0,0,0,0,0,0,,f,1,0.29
484,1091561,https://www.airbnb.com/rooms/1091561,A Balcony On Arno apt Cestello,5516284,Agnese,2013-03-18,"Florence, Tuscany, Italy",9,Centro Storico,43.77136,11.24309,Entire home/apt,5,1.0,$135.00,0,0,16,108,0,0,,f,4,0.33
485,1094826,https://www.airbnb.com/rooms/1094826,Wonderful room closed to Fortezza,6000414,Christine,2013-04-19,"Florence, Tuscany, Italy",4,Rifredi,43.7858,11.25113,Private room,2,1.0,$20.00,0,0,16,201,10,0,,f,3,1.01
486,1103234,https://www.airbnb.com/rooms/1103234,Characteristic Artist's Apartment,5750054,Michele,2013-04-03,"Florence, Tuscany, Italy",2,Centro Storico,43.77196,11.26362,Entire home/apt,3,1.0,$60.00,27,57,87,359,7,0,,f,2,4.35
487,1108763,https://www.airbnb.com/rooms/1108763,Nice appartment (Santo Spirito),5256763,Salvatore,2013-02-27,"Florence, Tuscany, Italy",1,Centro Storico,43.76451,11.24497,Entire home/apt,2,1.0,$47.00,16,46,60,271,9,1,,f,3,0.18
488,1112701,https://www.airbnb.com/rooms/1112701,super quiet flat at the city core,3865639,Andrea,2012-10-14,"Florence, Tuscany, Italy",3,Centro Storico,43.76533,11.25817,Entire home/apt,4,2.0,$103.00,25,55,85,253,0,0,,f,1,0.73
489,1116156,https://www.airbnb.com/rooms/1116156,la casa degli artigiani,6125811,Martina,2013-04-28,"Florence, Tuscany, Italy",1,Campo di Marte,43.79252,11.26684,Entire home/apt,7,2.0,$54.00,18,48,78,353,0,0,,f,1,0.84
490,1125472,https://www.airbnb.com/rooms/1125472,Central Apartment near Duomo. Best location (lift),1269265,Lorenzo,2011-10-09,"Florence, Toscana, Italy",3,Centro Storico,43.77109,11.25798,Entire home/apt,4,2.0,$80.00,0,14,44,44,0,0,,f,3,0.06
491,1126162,https://www.airbnb.com/rooms/1126162,PIAZZA PITTI -CENTER FLORENCE,6178081,Caterina Ricci,2013-05-01,"Florence, Tuscany, Italy",1,Centro Storico,43.76878,11.24888,Entire home/apt,4,1.0,$50.00,14,29,29,221,0,0,,f,1,1.32
492,1129104,https://www.airbnb.com/rooms/1129104,BRIGHT APARTMENT CENTRE FLORENCE,5420033,Lapo,2013-03-11,"Florence, Tuscany, Italy",2,Centro Storico,43.77717,11.26029,Entire home/apt,6,3.0,$177.00,30,48,48,245,1,0,,f,1,0.29
493,1136735,https://www.airbnb.com/rooms/1136735,Churchside Flat,3075554,Natalia And Alex,2012-07-27,"Florence, Tuscany, Italy",3,Centro Storico,43.76975,11.2453,Entire home/apt,4,1.0,$389.00,3,18,48,319,5,0,,t,3,2.26
494,1139013,https://www.airbnb.com/rooms/1139013,"Boboli, flat with private courtyard",6248108,Antonella,2013-05-06,"Florence, Tuscany, Italy",1,Centro Storico,43.76296,11.24392,Entire home/apt,4,1.0,$65.00,0,0,0,216,0,0,,t,1,0.85
495,1141002,https://www.airbnb.com/rooms/1141002,Fares Studio,6257105,Alessandro,2013-05-06,"Florence, Tuscany, Italy",1,Campo di Marte,43.77257,11.27959,Entire home/apt,2,1.0,$71.00,0,0,0,229,0,0,,f,1,0.22
496,1149012,https://www.airbnb.com/rooms/1149012,Ponte Vecchio Bridge nice apt,3070629,Guido,2012-07-27,"Florence, Tuscany, Italy",8,Centro Storico,43.76738,11.25255,Entire home/apt,4,1.0,"$1,158.00",30,60,90,327,0,0,,f,7,1.7
497,1149459,https://www.airbnb.com/rooms/1149459,Cozy Florence studio in the center ,6301038,Federica,2013-05-09,"Montreuil, Île-de-France, France",2,Centro Storico,43.76922,11.26052,Entire home/apt,2,1.0,$45.00,0,0,0,5,2,0,,f,1,0.49
498,1155608,https://www.airbnb.com/rooms/1155608,typical apartament into city center,6332268,Laura,2013-05-11,"Florence, Tuscany, Italy",1,Centro Storico,43.76484,11.24504,Entire home/apt,3,1.0,$62.00,0,0,0,138,0,0,,f,1,0.64
499,1158254,https://www.airbnb.com/rooms/1158254,la casa di marvin,6347000,Sonia,2013-05-12,"Florence, Tuscany, Italy",1,Campo di Marte,43.78699,11.27245,Private room,2,1.0,$45.00,0,0,0,107,0,0,,f,3,0.01
500,1158409,https://www.airbnb.com/rooms/1158409,Bright apartment near the Fortress,2481223,Fabrizio,2012-05-28,DE,1,Rifredi,43.78415,11.24711,Entire home/apt,4,2.0,$21.00,0,0,0,199,0,0,,f,1,1.73
