pol3_by100,pol3_bypop,pol2_by100,pol2_bypop,pol_by100,pol1_bypop,e27_by100,e27_bypop,e3_by100,e3_bypop,a46_by100,a46_bypop,a47_by100,a47_bypop,thousand,hundred,SEZ2011,AGG_COUNT,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,P1,A46,A47,PF1,E3,E27,calculated_host_listings_count,bedrooms,accommodates
0.000000000000000,0.000000000000000,0.398406374501992,0.003984063745020,0.398406374501992,0.003984063745020,50.199203187250994,0.501992031872510,15.936254980079681,0.159362549800797,7.968127490039841,0.079681274900398,36.653386454183270,0.366533864541833,"1000","100","480170060001","3","3","3","0","753","60","276","348","120","378","5","12","22"
0.000000000000000,0.000000000000000,0.197628458498024,0.001976284584980,0.395256916996047,0.003952569169960,54.545454545454540,0.545454545454545,15.810276679841898,0.158102766798419,8.695652173913043,0.086956521739130,31.620553359683797,0.316205533596838,"1000","100","480170060004","2","2","1","0","506","44","160","232","80","276","4","4","7"
0.000000000000000,0.000000000000000,33.333333333333329,0.333333333333333,33.333333333333329,0.333333333333333,466.666666666666686,4.666666666666667,33.333333333333329,0.333333333333333,66.666666666666657,0.666666666666667,0.000000000000000,0.000000000000000,"1000","100","480170060005","1","1","1","0","3","2","0","3","1","14","1","2","5"
1.098901098901099,0.010989010989011,0.824175824175824,0.008241758241758,1.098901098901099,0.010989010989011,69.230769230769226,0.692307692307692,39.560439560439562,0.395604395604396,7.692307692307693,0.076923076923077,20.879120879120880,0.208791208791209,"1000","100","480170060011","4","4","3","4","364","28","76","144","144","252","33","9","24"
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.470588235294118,0.014705882352941,35.294117647058826,0.352941176470588,13.235294117647060,0.132352941176471,8.823529411764707,0.088235294117647,35.294117647058826,0.352941176470588,"1000","100","480170060014","1","1","0","0","68","6","24","32","9","24","1","1","2"
0.000000000000000,0.000000000000000,0.689655172413793,0.006896551724138,0.689655172413793,0.006896551724138,66.896551724137936,0.668965517241379,16.551724137931036,0.165517241379310,6.896551724137931,0.068965517241379,33.793103448275865,0.337931034482759,"1000","100","480170060031","1","1","1","0","145","10","49","67","24","97","1","2","4"
0.366300366300366,0.003663003663004,0.366300366300366,0.003663003663004,0.366300366300366,0.003663003663004,43.223443223443226,0.432234432234432,22.344322344322347,0.223443223443223,3.296703296703297,0.032967032967033,28.937728937728942,0.289377289377289,"1000","100","480170060033","1","1","1","1","273","9","79","104","61","118","3","2","4"
0.000000000000000,0.000000000000000,0.515463917525773,0.005154639175258,0.515463917525773,0.005154639175258,47.422680412371129,0.474226804123711,8.762886597938143,0.087628865979381,4.639175257731959,0.046391752577320,35.567010309278352,0.355670103092784,"1000","100","480170060037","1","1","1","0","194","9","69","89","17","92","1","1","4"
0.000000000000000,0.000000000000000,0.114155251141553,0.001141552511416,0.228310502283105,0.002283105022831,46.575342465753423,0.465753424657534,12.785388127853881,0.127853881278539,19.406392694063925,0.194063926940639,23.515981735159816,0.235159817351598,"1000","100","480170060039","2","2","1","0","876","170","206","404","112","408","3","2","5"
,,,,,,,,,,,,,,"1000","100","480170060044","2","2","2","0","0","0","0","0","6","18","4","2","7"
1.492537313432836,0.014925373134328,1.492537313432836,0.014925373134328,1.492537313432836,0.014925373134328,34.328358208955223,0.343283582089552,10.447761194029850,0.104477611940299,1.492537313432836,0.014925373134328,31.343283582089555,0.313432835820896,"1000","100","480170060049","1","1","1","1","67","1","21","25","7","23","4","2","6"
0.000000000000000,0.000000000000000,1.010101010101010,0.010101010101010,1.010101010101010,0.010101010101010,53.535353535353536,0.535353535353535,16.161616161616163,0.161616161616162,14.141414141414140,0.141414141414141,35.353535353535356,0.353535353535354,"1000","100","480170060053","1","1","1","0","99","14","35","54","16","53","1","2","6"
0.000000000000000,0.000000000000000,0.529100529100529,0.005291005291005,0.529100529100529,0.005291005291005,65.608465608465607,0.656084656084656,28.042328042328041,0.280423280423280,2.645502645502646,0.026455026455026,21.693121693121693,0.216931216931217,"1000","100","480170060058","2","2","2","0","378","10","82","132","106","248","2","6","10"
1.724137931034483,0.017241379310345,1.326259946949602,0.013262599469496,1.724137931034483,0.017241379310345,110.344827586206890,1.103448275862069,37.931034482758619,0.379310344827586,5.172413793103448,0.051724137931034,15.517241379310345,0.155172413793103,"1000","100","480170060059","13","13","10","13","754","39","117","260","286","832","177","18","47"
0.576923076923077,0.005769230769231,0.769230769230769,0.007692307692308,0.576923076923077,0.005769230769231,63.846153846153840,0.638461538461538,17.692307692307693,0.176923076923077,6.923076923076923,0.069230769230769,30.000000000000000,0.300000000000000,"1000","100","480170060061","4","3","4","3","520","36","156","244","92","332","10","7","14"
0.000000000000000,0.000000000000000,50.000000000000000,0.500000000000000,100.000000000000000,1.000000000000000,200.000000000000000,2.000000000000000,200.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,1.000000000000000,"1000","100","480170060062","2","2","1","0","2","0","2","2","4","4","4","3","6"
0.458715596330275,0.004587155963303,0.458715596330275,0.004587155963303,0.458715596330275,0.004587155963303,56.880733944954130,0.568807339449541,26.605504587155966,0.266055045871560,12.385321100917432,0.123853211009174,24.311926605504588,0.243119266055046,"1000","100","480170060068","1","1","1","1","218","27","53","98","58","124","6","5","10"
5.263157894736842,0.052631578947368,5.263157894736842,0.052631578947368,5.263157894736842,0.052631578947368,42.105263157894733,0.421052631578947,21.052631578947366,0.210526315789474,10.526315789473683,0.105263157894737,26.315789473684209,0.263157894736842,"1000","100","480170060070","6","6","6","6","114","12","30","48","24","48","51","10","28"
