,id,listing_url,last_scraped,host_id,host_since,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month,days_rented_ltm,rounded_revenue_ltm,occupancy_rate_approx,is_hotel,is_entire,many_listings,only_1_listing,only_2_listings,host_florence,has_liscense,is_instant_bookable,dist_duomo,is_centro,is_gavinana,is_isolotto,is_rifredi,is_campo,listing_revenue_exceed_LTR,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,commercial,very_likely_commercial,tourist_tax,unpaid_tourist_tax,geom
2592,25714931,https://www.airbnb.com/rooms/25714931,2021-12-17,5442395,2013-03-13,1,Rifredi,43.78318,11.25472,Entire home/apt,4,2.0,92.0,2.0,16,46,57,262,79,13,1,,t,1,2.15,20.8,1913.6,5.698630136986302,0,1,0,1,0,1,0,1,1124.6982554978838,0,0,0,1,0,0,1,1,0,0,0,124.8,124.8,POINT (11.2547 43.7832)
2593,25728763,https://www.airbnb.com/rooms/25728763,2021-12-17,111716708,2017-01-16,2,Centro Storico,43.76806,11.26646,Entire home/apt,5,1.0,50.0,3.0,9,39,65,318,89,14,3,,t,2,2.13,22.4,1120.0,6.136986301369864,0,1,0,0,1,1,0,1,1011.3619085307836,1,0,0,0,0,0,1,1,0,0,0,134.4,134.4,POINT (11.2665 43.7681)
2594,25731160,https://www.airbnb.com/rooms/25731160,2021-12-17,88922072,2016-08-09,17,Isolotto Legnaia,43.77274,11.23742,Entire home/apt,4,1.0,115.0,2.0,27,57,87,263,28,2,0,048017LTN0784,t,10,0.65,3.2,368.0,0.8767123287671234,0,1,1,0,0,0,1,1,1496.4376924378794,0,0,1,0,0,0,0,1,1,1,1,19.200000000000003,134.4,POINT (11.2374 43.7727)
2595,25760221,https://www.airbnb.com/rooms/25760221,2021-12-17,1900611,2012-03-11,4,Campo di Marte,43.77282,11.27153,Entire home/apt,2,1.0,40.0,15.0,0,0,0,28,8,4,1,,f,4,0.28,30.0,1200.0,8.21917808219178,0,1,1,0,0,1,0,0,1250.7291955786625,0,0,0,0,1,0,1,1,1,0,0,180.0,180.0,POINT (11.2715 43.7728)
2596,25768170,https://www.airbnb.com/rooms/25768170,2021-12-17,1224280,2011-09-29,2,Campo di Marte,43.7695,11.27217,Private room,2,1.0,85.0,1.3,29,59,89,269,3,1,0,,f,2,0.07,1.6,136.0,0.4383561643835617,0,0,0,0,1,1,0,0,1361.9649128694036,0,0,0,0,1,0,1,0,0,0,0,9.6,9.6,POINT (11.2722 43.7695)
2597,25769504,https://www.airbnb.com/rooms/25769504,2021-12-17,42465411,2015-08-25,2,Rifredi,43.78978,11.21495,Private room,2,1.0,30.0,1.0,26,56,86,162,68,16,2,,t,2,1.89,25.6,768.0,7.013698630136987,0,0,0,0,1,0,0,1,3788.739229731964,0,0,0,1,0,0,1,0,0,1,0,153.60000000000002,153.60000000000002,POINT (11.2149 43.7898)
2598,25787263,https://www.airbnb.com/rooms/25787263,2021-12-17,117452769,2017-02-21,4,Centro Storico,43.76865,11.25378,Entire home/apt,2,1.0,100.0,2.0,23,53,67,67,111,3,0,,t,5,2.81,4.800000000000001,480.0,1.315068493150685,0,1,1,0,0,0,0,1,525.7462719380666,1,0,0,0,0,0,1,1,1,1,1,28.800000000000004,28.800000000000004,POINT (11.2538 43.7687)
2599,25787535,https://www.airbnb.com/rooms/25787535,2021-12-17,28086976,2015-02-21,4,Rifredi,43.78361,11.25631,Entire home/apt,4,2.0,125.0,3.0,24,54,84,359,50,3,0,,t,4,1.17,4.800000000000001,600.0,1.315068493150685,0,1,1,0,0,0,0,1,1168.010834403521,0,0,0,1,0,0,1,1,1,1,1,28.800000000000004,28.800000000000004,POINT (11.2563 43.7836)
2600,25787636,https://www.airbnb.com/rooms/25787636,2021-12-17,117452769,2017-02-21,4,Centro Storico,43.77005,11.25503,Entire home/apt,6,2.0,117.0,2.0,26,56,70,70,90,7,0,,t,5,2.28,11.2,1310.4,3.068493150684932,0,1,1,0,0,0,0,1,347.7615226952437,1,0,0,0,0,0,1,1,1,1,1,67.2,67.2,POINT (11.255 43.77)
2601,25850543,https://www.airbnb.com/rooms/25850543,2021-12-17,194228965,2018-06-08,1,Campo di Marte,43.7818,11.28778,Entire home/apt,6,2.0,76.0,2.0,15,45,75,348,63,11,1,,t,1,1.47,17.6,1337.6,4.821917808219178,0,1,0,1,0,1,0,1,2734.9797340992536,0,0,0,0,1,0,1,1,0,0,0,105.6,105.6,POINT (11.2878 43.7818)
2602,25865554,https://www.airbnb.com/rooms/25865554,2021-12-17,5228552,2013-02-25,32,Centro Storico,43.7699,11.25963,Entire home/apt,2,1.0,150.0,2.0,30,60,90,180,48,5,1,,t,26,1.21,8.0,1200.0,2.191780821917808,0,1,1,0,0,1,0,1,460.2500952159063,1,0,0,0,0,0,1,1,1,1,1,48.0,48.0,POINT (11.2596 43.7699)
2603,25865999,https://www.airbnb.com/rooms/25865999,2021-12-17,72118666,2016-05-15,2,Centro Storico,43.77975,11.26293,Entire home/apt,3,1.0,50.0,1.0,11,41,71,346,88,13,1,,t,2,2.06,20.8,1040.0,5.698630136986302,0,1,0,0,1,1,0,1,925.8459195785616,1,0,0,0,0,0,1,1,0,0,0,124.8,124.8,POINT (11.2629 43.7797)
2604,25880085,https://www.airbnb.com/rooms/25880085,2021-12-17,328444859,2020-01-17,5,Centro Storico,43.77094,11.26627,Entire home/apt,4,2.0,77.0,3.0,0,1,1,109,47,6,1,,t,5,1.12,9.6,739.2,2.63013698630137,0,1,1,0,0,0,0,1,860.989276459978,1,0,0,0,0,0,1,1,1,1,1,57.60000000000001,57.60000000000001,POINT (11.2663 43.7709)
2605,25935499,https://www.airbnb.com/rooms/25935499,2021-12-17,11065786,2014-01-06,9,Centro Storico,43.78171,11.263,Entire home/apt,4,1.0,126.0,3.0,25,55,85,317,79,17,1,,t,7,1.88,27.200000000000003,3427.2,7.452054794520549,0,1,1,0,0,1,0,1,1110.2852745702414,1,0,0,0,0,0,1,1,1,1,1,163.20000000000002,163.20000000000002,POINT (11.263 43.7817)
2606,25935631,https://www.airbnb.com/rooms/25935631,2021-12-17,21360106,2014-09-15,4,Centro Storico,43.78054,11.25283,Entire home/apt,6,1.0,66.0,1.0,18,48,78,350,116,17,0,,t,3,2.9,27.200000000000003,1795.2,7.452054794520549,0,1,1,0,0,1,0,1,865.1402011692521,1,0,0,0,0,0,1,1,1,0,1,163.20000000000002,163.20000000000002,POINT (11.2528 43.7805)
2607,25936516,https://www.airbnb.com/rooms/25936516,2021-12-17,171486750,2018-02-03,8,Centro Storico,43.77072,11.26447,Entire home/apt,6,2.0,44.0,3.0,14,44,74,349,112,1,1,,t,8,2.63,1.6,70.4,0.4383561643835617,0,1,1,0,0,1,0,1,731.4189915782031,1,0,0,0,0,0,1,1,1,1,1,9.6,9.6,POINT (11.2645 43.7707)
2608,25952891,https://www.airbnb.com/rooms/25952891,2021-12-17,19510811,2014-08-05,8,Centro Storico,43.76808,11.25465,Entire home/apt,4,2.0,238.0,3.0,11,39,58,216,121,24,4,048017LTN0808,t,7,2.87,38.400000000000006,9139.2,10.52054794520548,0,1,1,0,0,1,1,1,568.2533250929621,1,0,0,0,0,0,0,1,1,1,1,230.40000000000003,9.6,POINT (11.2546 43.7681)
2609,25966127,https://www.airbnb.com/rooms/25966127,2021-12-17,95100872,2016-09-14,12,Centro Storico,43.76884,11.24895,Entire home/apt,4,1.0,80.0,1.0,11,23,29,297,105,29,1,,t,15,2.48,46.400000000000006,3712.0,12.71232876712329,0,1,1,0,0,1,0,1,739.0725886102771,1,0,0,0,0,0,1,1,1,1,1,278.40000000000003,278.40000000000003,POINT (11.249 43.7688)
2610,25966209,https://www.airbnb.com/rooms/25966209,2021-12-17,70336743,2016-05-04,3,Centro Storico,43.76717,11.2453,Entire home/apt,3,1.0,90.0,2.0,24,28,28,169,35,1,0,,t,3,0.89,1.6,144.0,0.4383561643835617,0,1,1,0,0,1,0,1,1084.5793635338755,1,0,0,0,0,0,1,1,1,0,1,9.6,9.6,POINT (11.2453 43.7672)
2611,25986704,https://www.airbnb.com/rooms/25986704,2021-12-17,39776,2009-09-20,33,Centro Storico,43.77299,11.26016,Entire home/apt,2,,82.0,23.5,30,60,90,365,1,1,0,,t,19,0.38,11.75,963.5,3.219178082191781,0,1,1,0,0,1,0,1,335.1499192656997,1,0,0,0,0,0,1,1,1,1,1,70.5,70.5,POINT (11.2602 43.773)
2612,25990942,https://www.airbnb.com/rooms/25990942,2021-12-17,187225527,2018-05-01,13,Campo di Marte,43.77774,11.27161,Entire home/apt,3,1.0,39.0,2.0,17,47,77,337,213,37,2,,t,9,5.02,59.2,2308.8,16.21917808219178,0,1,1,0,0,1,0,1,1358.3653145626577,0,0,0,0,1,0,1,1,1,1,1,355.20000000000005,355.20000000000005,POINT (11.2716 43.7777)
2613,26025946,https://www.airbnb.com/rooms/26025946,2021-12-17,195600619,2018-06-14,2,Centro Storico,43.77359,11.26398,Entire home/apt,4,2.0,75.0,2.0,0,0,0,0,74,15,0,,t,2,1.76,24.0,1800.0,6.575342465753424,0,1,0,0,1,0,0,1,644.7795329166923,1,0,0,0,0,0,1,1,0,1,0,144.0,144.0,POINT (11.264 43.7736)
2614,26027121,https://www.airbnb.com/rooms/26027121,2021-12-17,95100872,2016-09-14,12,Centro Storico,43.76893,11.24882,Entire home/apt,2,1.0,44.0,1.0,23,53,83,358,179,49,3,,t,15,4.19,78.4,3449.6,21.479452054794525,0,1,1,0,0,1,0,1,740.846609428883,1,0,0,0,0,0,1,1,1,1,1,470.4,470.4,POINT (11.2488 43.7689)
2615,26054609,https://www.airbnb.com/rooms/26054609,2021-12-17,32051895,2015-04-27,2,Gavinana Galluzzo,43.76229,11.27512,Private room,2,1.0,29.0,2.0,0,0,0,230,5,2,0,,t,4,0.12,3.2,92.8,0.8767123287671234,0,0,0,0,1,1,0,1,1952.6086343295983,0,1,0,0,0,0,1,0,0,0,0,19.200000000000003,19.200000000000003,POINT (11.2751 43.7623)
2616,26091636,https://www.airbnb.com/rooms/26091636,2021-12-17,23904874,2014-11-18,243,Centro Storico,43.76678,11.25307,Entire home/apt,2,1.0,57.0,2.0,0,0,16,285,6,3,0,,t,172,0.14,4.800000000000001,273.6,1.315068493150685,0,1,1,0,0,1,0,1,740.7698012661633,1,0,0,0,0,0,1,1,1,1,1,28.800000000000004,28.800000000000004,POINT (11.2531 43.7668)
2617,26096354,https://www.airbnb.com/rooms/26096354,2021-12-17,23904874,2014-11-18,243,Centro Storico,43.76581,11.25098,Entire home/apt,6,2.0,167.0,2.0,19,49,71,304,73,12,1,,t,172,1.77,19.200000000000003,3206.4,5.26027397260274,0,1,1,0,0,1,0,1,905.2239959725508,1,0,0,0,0,0,1,1,1,1,1,115.20000000000002,115.20000000000002,POINT (11.251 43.7658)
2618,26100296,https://www.airbnb.com/rooms/26100296,2021-12-17,179356055,2018-03-19,1,Campo di Marte,43.78732,11.29362,Entire home/apt,4,1.0,76.0,1.0,9,14,44,134,167,21,0,,t,1,3.95,33.6,2553.6,9.205479452054794,0,1,0,1,0,1,0,1,3415.8320748857727,0,0,0,0,1,0,1,1,0,0,0,201.6,201.6,POINT (11.2936 43.7873)
2619,26105515,https://www.airbnb.com/rooms/26105515,2021-12-17,16103666,2014-05-28,1,Centro Storico,43.77277,11.26511,Entire home/apt,5,2.0,74.0,2.0,9,30,52,108,16,1,0,,t,1,0.38,1.6,118.4,0.4383561643835617,0,1,0,1,0,0,0,1,734.3751499339448,1,0,0,0,0,0,1,1,0,1,0,9.6,9.6,POINT (11.2651 43.7728)
2620,26124900,https://www.airbnb.com/rooms/26124900,2021-12-17,12943595,2014-03-09,1,Campo di Marte,43.78809,11.27427,Entire home/apt,3,1.0,50.0,2.0,0,14,44,44,65,19,1,,f,1,1.57,30.4,1520.0,8.32876712328767,0,1,0,1,0,1,0,0,2221.94556517847,0,0,0,0,1,0,1,1,0,0,0,182.4,182.4,POINT (11.2743 43.7881)
2621,26149159,https://www.airbnb.com/rooms/26149159,2021-12-17,196554943,2018-06-19,1,Centro Storico,43.77147,11.26542,Entire home/apt,6,2.0,65.0,4.0,0,0,0,169,32,1,0,,t,1,0.76,2.0,130.0,0.547945205479452,0,1,0,1,0,0,0,1,779.7495234921942,1,0,0,0,0,0,1,1,0,1,0,12.0,12.0,POINT (11.2654 43.7715)
2622,26158128,https://www.airbnb.com/rooms/26158128,2021-12-17,196610562,2018-06-19,1,Gavinana Galluzzo,43.74935,11.25683,Entire home/apt,6,2.0,90.0,14.0,0,0,16,291,12,1,0,,f,1,0.29,7.0,630.0,1.9178082191780823,0,1,0,1,0,1,0,0,2639.65136660573,0,1,0,0,0,0,1,1,0,0,0,42.0,42.0,POINT (11.2568 43.7493)
2623,26179772,https://www.airbnb.com/rooms/26179772,2021-12-17,175095371,2018-02-24,6,Centro Storico,43.76364,11.24675,Entire home/apt,4,2.0,113.0,1.1,21,21,21,21,15,2,0,,t,10,0.35,3.2,361.6,0.8767123287671234,0,1,1,0,0,0,0,1,1288.2063406399927,1,0,0,0,0,0,1,1,1,1,1,19.200000000000003,19.200000000000003,POINT (11.2468 43.7636)
2624,26188934,https://www.airbnb.com/rooms/26188934,2021-12-17,61767631,2016-03-06,2,Rifredi,43.79386,11.20839,Private room,2,1.0,25.0,1.0,14,44,74,340,203,37,0,,f,2,5.62,59.2,1480.0,16.21917808219178,0,0,0,0,1,1,0,0,4473.062535562181,0,0,0,1,0,0,1,0,0,0,0,355.20000000000005,355.20000000000005,POINT (11.2084 43.7939)
2625,26211977,https://www.airbnb.com/rooms/26211977,2021-12-17,111136910,2017-01-12,2,Centro Storico,43.77564,11.24469,Entire home/apt,6,3.0,250.0,2.0,19,49,72,251,134,27,4,,t,2,3.18,43.2,10800.0,11.835616438356166,0,1,0,0,1,1,0,1,953.2938008308842,1,0,0,0,0,0,1,1,0,0,0,259.20000000000005,259.20000000000005,POINT (11.2447 43.7756)
2626,26248079,https://www.airbnb.com/rooms/26248079,2021-12-17,197279926,2018-06-22,1,Centro Storico,43.77093,11.262,Entire home/apt,4,2.0,67.0,1.0,23,53,83,83,191,26,1,,t,1,4.53,41.6,2787.2,11.397260273972604,0,1,0,1,0,0,0,1,539.9014638948314,1,0,0,0,0,0,1,1,0,1,0,249.6,249.6,POINT (11.262 43.7709)
2627,26259359,https://www.airbnb.com/rooms/26259359,2021-12-17,95568295,2016-09-17,1,Isolotto Legnaia,43.78142,11.19966,Private room,2,1.0,31.0,1.0,0,0,0,0,97,22,1,,t,1,2.31,35.2,1091.2,9.643835616438356,0,0,0,1,0,1,0,1,4628.932065717668,0,0,1,0,0,0,1,0,0,0,0,211.2,211.2,POINT (11.1997 43.7814)
2628,26292087,https://www.airbnb.com/rooms/26292087,2021-12-17,191186931,2018-05-23,5,Gavinana Galluzzo,43.7411,11.25784,Entire home/apt,14,4.0,493.0,3.5,11,11,11,154,7,3,0,,t,1,0.21,5.25,2588.25,1.4383561643835616,0,1,1,0,0,0,0,1,3558.526528008152,0,1,0,0,0,0,1,1,1,1,1,31.5,31.5,POINT (11.2578 43.7411)
2629,26292883,https://www.airbnb.com/rooms/26292883,2021-12-17,197678745,2018-06-24,1,Centro Storico,43.77759,11.25232,Entire home/apt,2,1.0,61.0,4.0,15,31,31,31,73,9,1,,t,1,1.75,18.0,1098.0,4.931506849315069,0,1,0,1,0,1,0,1,580.2168445750247,1,0,0,0,0,0,1,1,0,0,0,108.0,108.0,POINT (11.2523 43.7776)
2630,26300186,https://www.airbnb.com/rooms/26300186,2021-12-17,31337740,2015-04-16,2,Centro Storico,43.77334,11.24286,Entire home/apt,4,1.0,70.0,2.0,21,51,81,356,48,14,0,,t,3,1.44,22.4,1568.0,6.136986301369864,0,1,0,0,1,0,0,1,1058.2513845572828,1,0,0,0,0,0,1,1,0,1,0,134.4,134.4,POINT (11.2429 43.7733)
2631,26310872,https://www.airbnb.com/rooms/26310872,2021-12-17,187225527,2018-05-01,13,Campo di Marte,43.77774,11.27161,Entire home/apt,3,1.0,55.0,2.0,10,40,70,345,184,43,3,,t,9,4.36,68.8,3784.0,18.84931506849315,0,1,1,0,0,1,0,1,1358.3653145626577,0,0,0,0,1,0,1,1,1,1,1,412.8,412.8,POINT (11.2716 43.7777)
2632,26314307,https://www.airbnb.com/rooms/26314307,2021-12-17,197864524,2018-06-25,2,Centro Storico,43.77221,11.25153,Entire home/apt,4,1.0,90.0,2.0,13,43,73,88,55,12,2,,t,2,1.35,19.200000000000003,1728.0,5.26027397260274,0,1,0,0,1,1,0,1,373.2260541404996,1,0,0,0,0,0,1,1,0,0,0,115.20000000000002,115.20000000000002,POINT (11.2515 43.7722)
2633,26328360,https://www.airbnb.com/rooms/26328360,2021-12-17,133582149,2017-06-05,3,Centro Storico,43.77357,11.24387,Entire home/apt,6,2.0,140.0,2.0,0,0,25,289,35,2,0,,t,1,0.89,3.2,448.0,0.8767123287671234,0,1,1,0,0,0,0,1,977.992499318938,1,0,0,0,0,0,1,1,1,1,1,19.200000000000003,19.200000000000003,POINT (11.2439 43.7736)
2634,26346297,https://www.airbnb.com/rooms/26346297,2021-12-17,6767356,2013-06-06,3,Centro Storico,43.76456,11.26161,Private room,2,1.0,95.0,2.0,13,13,13,27,5,4,0,,f,1,0.19,6.4,608.0,1.7534246575342467,0,0,1,0,0,1,0,0,1050.8892887199215,1,0,0,0,0,0,1,0,1,0,0,38.400000000000006,38.400000000000006,POINT (11.2616 43.7646)
2635,26363553,https://www.airbnb.com/rooms/26363553,2021-12-17,161172740,2017-12-03,7,Centro Storico,43.78026,11.23767,Entire home/apt,2,1.0,59.0,2.0,7,34,61,336,33,11,1,,t,9,0.88,17.6,1038.4,4.821917808219178,0,1,1,0,0,0,0,1,1676.4579540280972,1,0,0,0,0,0,1,1,1,1,1,105.6,105.6,POINT (11.2377 43.7803)
2636,26363717,https://www.airbnb.com/rooms/26363717,2021-12-17,161172740,2017-12-03,7,Centro Storico,43.78027,11.23907,Entire home/apt,5,1.0,90.0,2.0,18,48,78,353,12,2,0,,t,9,0.31,3.2,288.0,0.8767123287671234,0,1,1,0,0,0,0,1,1578.7140033869596,1,0,0,0,0,0,1,1,1,1,1,19.200000000000003,19.200000000000003,POINT (11.2391 43.7803)
2637,26363843,https://www.airbnb.com/rooms/26363843,2021-12-17,161172740,2017-12-03,7,Centro Storico,43.78051,11.23741,Entire home/apt,2,1.0,59.0,2.0,21,51,81,356,25,18,1,,t,9,0.65,28.8,1699.2,7.890410958904109,0,1,1,0,0,0,0,1,1708.122838220549,1,0,0,0,0,0,1,1,1,1,1,172.8,172.8,POINT (11.2374 43.7805)
2638,26363903,https://www.airbnb.com/rooms/26363903,2021-12-17,161172740,2017-12-03,7,Centro Storico,43.78,11.23701,Entire home/apt,4,2.0,89.0,2.0,19,49,79,351,35,6,0,,t,9,0.9,9.6,854.4,2.63013698630137,0,1,1,0,0,0,0,1,1710.2733488169738,1,0,0,0,0,0,1,1,1,1,1,57.60000000000001,57.60000000000001,POINT (11.237 43.78)
2639,26363955,https://www.airbnb.com/rooms/26363955,2021-12-17,161172740,2017-12-03,7,Centro Storico,43.78214,11.23894,Entire home/apt,3,1.0,73.0,2.0,23,53,83,358,10,3,0,,t,9,0.29,4.800000000000001,350.4,1.315068493150685,0,1,1,0,0,0,0,1,1701.507392568697,1,0,0,0,0,0,1,1,1,1,1,28.800000000000004,28.800000000000004,POINT (11.2389 43.7821)
2640,26363990,https://www.airbnb.com/rooms/26363990,2021-12-17,161172740,2017-12-03,7,Centro Storico,43.78094,11.23709,Entire home/apt,2,1.0,62.0,2.0,19,49,77,352,38,26,0,,t,9,1.0,41.6,2579.2,11.397260273972604,0,1,1,0,0,0,0,1,1753.9652928356384,1,0,0,0,0,0,1,1,1,1,1,249.6,249.6,POINT (11.2371 43.7809)
2641,26377322,https://www.airbnb.com/rooms/26377322,2021-12-17,198353901,2018-06-27,1,Centro Storico,43.767,11.24998,Entire home/apt,6,1.0,119.0,2.0,20,20,20,20,88,5,0,,t,1,2.1,8.0,952.0,2.191780821917808,0,1,0,1,0,0,0,1,833.2413648193594,1,0,0,0,0,0,1,1,0,1,0,48.0,48.0,POINT (11.25 43.767)
2642,26472261,https://www.airbnb.com/rooms/26472261,2021-12-17,2423376,2012-05-20,6,Centro Storico,43.76584,11.24291,Private room,2,1.0,45.0,3.0,0,0,0,0,14,1,0,,f,3,0.34,1.6,72.0,0.4383561643835617,0,0,1,0,0,1,0,0,1327.2129394696174,1,0,0,0,0,0,1,0,1,1,0,9.6,9.6,POINT (11.2429 43.7658)
2643,26490778,https://www.airbnb.com/rooms/26490778,2021-12-17,199229417,2018-07-01,1,Campo di Marte,43.76885,11.31883,Private room,2,1.0,37.0,2.0,22,52,82,357,27,6,0,,t,1,0.67,9.6,355.2,2.63013698630137,0,0,0,1,0,0,0,1,5080.690693372681,0,0,0,0,1,0,1,0,0,1,0,57.60000000000001,57.60000000000001,POINT (11.3188 43.7689)
2644,26493954,https://www.airbnb.com/rooms/26493954,2021-12-17,21714466,2014-09-24,1,Centro Storico,43.75917,11.24142,Entire home/apt,4,1.0,80.0,2.0,23,53,83,98,62,13,0,,t,1,1.53,20.8,1664.0,5.698630136986302,0,1,0,1,0,1,0,1,1942.606534560564,1,0,0,0,0,0,1,1,0,0,0,124.8,124.8,POINT (11.2414 43.7592)
2645,26515020,https://www.airbnb.com/rooms/26515020,2021-12-17,199426545,2018-07-02,1,Campo di Marte,43.76634,11.31697,Entire home/apt,5,2.0,63.0,1.3,28,58,88,363,40,10,0,,t,3,1.07,16.0,1008.0,4.383561643835616,0,1,0,1,0,0,0,1,4966.171870467685,0,0,0,0,1,0,1,1,0,1,0,96.0,96.0,POINT (11.317 43.7663)
2646,26519497,https://www.airbnb.com/rooms/26519497,2021-12-17,823078,2011-07-15,1,Rifredi,43.81289,11.24616,Entire home/apt,2,1.0,49.0,1.0,26,56,86,361,32,4,1,,t,1,0.77,6.4,313.6,1.7534246575342467,0,1,0,1,0,1,0,1,4491.370888691705,0,0,0,1,0,0,1,1,0,0,0,38.400000000000006,38.400000000000006,POINT (11.2462 43.8129)
2647,26526971,https://www.airbnb.com/rooms/26526971,2021-12-17,21720298,2014-09-24,1,Centro Storico,43.78599,11.23596,Entire home/apt,4,2.0,44.0,2.0,12,39,60,325,50,4,0,,t,1,1.2,6.4,281.6,1.7534246575342467,0,1,0,1,0,1,0,1,2157.26417282634,1,0,0,0,0,0,1,1,0,0,0,38.400000000000006,38.400000000000006,POINT (11.236 43.786)
2648,26534226,https://www.airbnb.com/rooms/26534226,2021-12-17,19584943,2014-08-06,2,Centro Storico,43.77926,11.25548,Private room,2,1.0,39.0,1.0,20,50,80,217,57,27,3,,t,2,1.93,43.2,1684.8,11.835616438356166,0,0,0,0,1,1,0,1,685.703624068248,1,0,0,0,0,0,1,0,0,0,0,259.20000000000005,259.20000000000005,POINT (11.2555 43.7793)
2649,26545166,https://www.airbnb.com/rooms/26545166,2021-12-17,199623299,2018-07-03,3,Centro Storico,43.78286,11.24501,Entire home/apt,3,1.0,60.0,1.3,20,48,78,93,60,27,2,,f,3,1.46,43.2,2592.0,11.835616438356166,0,1,1,0,0,1,0,0,1399.5456881083442,1,0,0,0,0,0,1,1,1,0,0,259.20000000000005,259.20000000000005,POINT (11.245 43.7829)
2650,26554844,https://www.airbnb.com/rooms/26554844,2021-12-17,162503146,2017-12-13,2,Campo di Marte,43.76932,11.28424,Private room,2,1.0,35.0,1.0,16,46,76,351,23,5,0,,f,2,0.55,8.0,280.0,2.191780821917808,0,0,0,0,1,0,0,0,2312.1721400934744,0,0,0,0,1,0,1,0,0,1,0,48.0,48.0,POINT (11.2842 43.7693)
2651,26558534,https://www.airbnb.com/rooms/26558534,2021-12-17,199706891,2018-07-03,1,Campo di Marte,43.78598,11.26979,Entire home/apt,4,2.0,66.0,1.0,12,37,67,326,4,4,2,048017LTN0919,t,1,0.61,6.4,422.4,1.7534246575342467,0,1,0,1,0,1,1,1,1811.1742188326248,0,0,0,0,1,0,0,1,0,0,0,38.400000000000006,48.0,POINT (11.2698 43.786)
2652,26566102,https://www.airbnb.com/rooms/26566102,2021-12-17,199623299,2018-07-03,3,Campo di Marte,43.79033,11.27411,Entire home/apt,2,1.0,60.0,1.0,0,0,0,0,7,2,0,,f,3,0.19,3.2,192.0,0.8767123287671234,0,1,1,0,0,1,0,0,2406.286455571937,0,0,0,0,1,0,1,1,1,0,0,19.200000000000003,19.200000000000003,POINT (11.2741 43.7903)
2653,26581900,https://www.airbnb.com/rooms/26581900,2021-12-17,155129923,2017-10-18,8,Centro Storico,43.77305,11.24654,Entire home/apt,4,2.0,691.0,1.0,6,35,65,298,170,14,1,,t,9,4.11,22.4,15478.4,6.136986301369864,0,1,1,0,0,0,0,1,761.6567563548391,1,0,0,0,0,1,1,1,1,1,1,134.4,134.4,POINT (11.2465 43.773)
2654,26584146,https://www.airbnb.com/rooms/26584146,2021-12-17,155129923,2017-10-18,8,Centro Storico,43.77278,11.24733,Entire home/apt,3,1.0,45.0,1.0,7,28,49,289,165,10,2,,t,9,3.93,16.0,720.0,4.383561643835616,0,1,1,0,0,0,0,1,698.939073835126,1,0,0,0,0,0,1,1,1,1,1,96.0,96.0,POINT (11.2473 43.7728)
2655,26585235,https://www.airbnb.com/rooms/26585235,2021-12-17,155129923,2017-10-18,8,Centro Storico,43.77499,11.24604,Entire home/apt,4,1.0,376.0,1.0,8,27,49,255,159,25,4,,t,9,3.79,40.0,15040.0,10.95890410958904,0,1,1,0,0,0,0,1,828.9195313356058,1,0,0,0,0,1,1,1,1,1,1,240.0,240.0,POINT (11.246 43.775)
2656,26586669,https://www.airbnb.com/rooms/26586669,2021-12-17,155129923,2017-10-18,8,Centro Storico,43.77187,11.24639,Entire home/apt,2,1.0,45.0,1.0,8,38,58,303,156,21,6,,t,9,3.71,33.6,1512.0,9.205479452054794,0,1,1,0,0,0,0,1,785.6974782131831,1,0,0,0,0,0,1,1,1,1,1,201.6,201.6,POINT (11.2464 43.7719)
2657,26586911,https://www.airbnb.com/rooms/26586911,2021-12-17,155129923,2017-10-18,8,Centro Storico,43.7709,11.24824,Entire home/apt,4,1.0,109.0,1.0,10,40,69,296,131,19,0,,t,9,3.12,30.4,3313.6,8.32876712328767,0,1,1,0,0,0,0,1,670.8932489381084,1,0,0,0,0,0,1,1,1,1,1,182.4,182.4,POINT (11.2482 43.7709)
2658,26587698,https://www.airbnb.com/rooms/26587698,2021-12-17,155129923,2017-10-18,8,Centro Storico,43.77208,11.24987,Entire home/apt,5,1.0,60.0,1.0,7,37,62,299,62,12,3,,t,9,1.48,19.200000000000003,1152.0,5.26027397260274,0,1,1,0,0,0,0,1,506.3826953890519,1,0,0,0,0,0,1,1,1,1,1,115.20000000000002,115.20000000000002,POINT (11.2499 43.7721)
2659,26617681,https://www.airbnb.com/rooms/26617681,2021-12-17,132618616,2017-05-30,2,Centro Storico,43.76536,11.24592,Entire home/apt,3,1.0,49.0,3.0,0,0,0,225,67,3,0,,f,2,1.61,4.800000000000001,235.2,1.315068493150685,0,1,0,0,1,1,0,0,1182.4798170705924,1,0,0,0,0,0,1,1,0,0,0,28.800000000000004,28.800000000000004,POINT (11.2459 43.7654)
