CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,NSEZ,ACE,CODLOC,CODASC,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P64,P65,P66,P128,P129,P130,P131,P132,P135,P136,P137,P138,P139,P140,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,A2,A3,A5,A6,A7,A44,A46,A47,A48,PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060389","60389","44","10002","4","132","60","72","39","71","4","14","4","18","37","2","3","0","3","4","2","5","5","4","5","11","9","10","12","11","5","8","13","25","0","3","0","2","2","2","1","9","3","4","5","6","1","4","6","12","127","23","44","32","25","3","0","58","10","19","15","13","1","0","62","61","1","31","31","0","61","26","7","8","4","7","5","54","10","39","17","8","2","2","4","2","1","1","0","8","0","0","0","0","0","8","64","0","1","0","0","5628","4","52","11","67","132","26","25","9","6","1","0","0","6","6","6","0","3","3","0","2","1","0","2","1","0","0","0","0","0","0","1","5","0","0","1","1","3","1","68","1","4","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060390","60390","13","10002","1","209","87","122","99","77","9","17","7","43","36","2","4","2","13","10","5","4","10","9","12","21","12","14","12","12","14","14","17","30","4","6","3","1","3","4","5","13","6","6","6","5","6","5","6","8","193","79","49","42","14","9","0","82","33","19","17","6","7","0","92","86","6","44","43","1","89","30","9","12","6","7","4","83","14","61","20","12","3","1","9","2","0","2","1","5","1","1","5","0","0","12","98","0","0","0","0","9112","13","84","6","103","201","50","23","17","12","0","1","6","25","25","18","7","12","6","0","9","3","2","4","0","0","0","0","0","4","6","3","5","1","5","1","9","2","0","99","8","9","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060391","60391","44","10002","4","466","221","245","157","247","8","40","14","88","119","3","6","5","13","12","26","17","17","16","19","28","36","37","25","19","36","32","52","81","8","3","11","12","13","7","8","21","16","18","13","10","13","16","22","30","452","90","165","107","70","20","0","212","46","80","53","27","6","0","177","167","6","102","96","3","238","97","21","28","19","17","7","179","38","172","71","20","7","7","11","2","3","4","0","13","0","5","2","0","0","20","213","1","0","0","1","20019","20","179","14","213","466","67","72","50","19","4","1","9","29","29","20","9","3","11","6","1","1","0","5","13","0","0","0","0","0","2","5","13","0","1","2","6","5","6","219","8","12","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060392","60392","41","10002","4","246","113","133","110","103","7","18","8","52","51","3","3","4","17","20","12","3","11","4","10","37","33","21","14","9","15","4","10","26","5","13","7","1","6","2","3","16","21","7","7","4","7","1","4","9","224","19","67","72","46","18","2","104","5","30","38","21","9","1","128","120","6","64","61","2","69","24","13","5","2","16","6","128","23","35","15","16","3","4","11","1","1","2","0","4","6","1","5","0","0","16","113","0","1","0","0","7296","45","68","1","114","246","45","30","20","16","1","2","12","3","3","3","0","0","3","0","0","0","0","0","0","0","0","2","1","1","0","0","2","0","0","0","0","0","3","110","3","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060393","60393","13","10002","1","305","133","172","149","91","17","19","29","65","43","8","5","12","7","5","10","14","11","11","16","18","44","33","30","25","23","16","20","22","3","1","3","6","7","4","4","9","18","22","11","7","12","9","10","7","296","89","100","57","43","6","1","129","34","47","26","20","1","1","160","145","14","79","73","5","123","47","17","29","12","19","7","121","29","58","27","52","21","14","32","6","7","12","2","15","2","18","17","0","0","52","177","22","0","22","0","13178","50","116","16","182","305","103","48","22","6","2","1","6","64","64","59","5","59","0","0","59","0","0","0","0","0","0","0","0","2","4","6","47","6","7","28","15","3","0","241","0","28","30","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060394","60394","13","10002","1","70","31","39","36","18","4","9","3","18","7","3","1","2","3","2","2","0","1","3","7","10","7","4","8","7","5","2","1","8","1","0","2","0","0","0","2","7","4","2","2","6","2","2","0","1","66","20","22","9","13","2","0","30","8","10","5","6","1","0","37","34","2","20","20","0","26","8","8","1","0","5","3","29","2","12","4","14","3","3","10","1","0","3","0","4","0","2","8","0","0","14","46","1","0","0","1","3092","6","38","5","49","70","33","11","5","0","0","0","0","11","11","11","0","11","0","0","11","0","0","0","0","0","0","0","0","0","1","3","7","1","2","2","6","0","0","53","0","4","7","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060395","60395","44","10002","4","53","20","33","15","20","3","12","3","8","10","1","1","0","0","1","0","0","1","2","1","3","1","4","1","5","5","3","8","18","0","0","0","0","0","1","1","1","0","2","0","3","1","0","4","7","53","4","15","13","19","2","0","20","3","4","5","8","0","0","16","15","1","7","7","0","36","13","4","1","0","3","2","11","3","28","11","2","0","0","1","1","0","0","0","2","0","0","0","0","0","2","30","1","0","1","0","2150","21","9","2","32","53","14","16","1","1","0","0","0","16","16","7","9","3","1","3","4","2","0","0","0","0","0","0","1","1","5","0","1","3","1","2","0","0","1","31","1","6","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060396","60396","44","10002","4","46","19","27","16","21","0","8","1","8","10","0","0","1","4","0","4","2","0","0","5","1","3","6","1","2","2","3","4","9","2","0","2","2","0","0","3","0","1","1","1","0","2","2","2","1","42","5","9","11","13","4","0","17","3","5","4","3","2","0","20","17","3","8","7","1","18","7","0","1","1","1","1","20","1","16","5","7","3","2","4","1","1","2","0","1","0","0","6","0","0","7","21","0","0","0","0","1879","4","15","3","22","46","9","6","5","1","0","1","6","3","3","2","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","23","1","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060397","60397","44","10002","4","101","43","58","30","56","1","13","1","15","27","0","1","0","1","5","7","3","0","4","6","4","6","8","8","4","10","9","8","18","0","2","5","2","0","1","3","2","1","4","4","2","4","4","2","7","99","13","37","29","15","5","0","43","5","18","15","3","2","0","37","37","0","16","16","0","51","20","8","3","2","5","4","39","6","35","14","10","3","2","6","2","1","1","1","4","0","1","5","0","0","10","53","0","0","0","0","4568","5","45","3","53","101","24","16","8","4","1","0","0","6","6","5","1","2","1","2","0","0","4","1","0","0","0","0","0","0","0","1","4","0","0","0","2","3","0","54","1","4","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060400","60400","41","10002","4","281","135","146","113","131","11","19","7","59","66","5","2","3","6","18","21","9","19","11","7","13","36","35","31","14","15","12","9","25","4","11","8","4","10","8","1","6","15","19","17","7","7","6","5","7","272","42","88","78","43","20","1","129","23","45","35","15","10","1","135","129","5","70","69","0","101","42","20","20","9","10","7","156","19","51","26","18","7","6","12","0","4","3","0","6","0","12","0","0","0","18","111","0","0","0","0","9525","7","102","8","117","281","36","31","22","25","1","2","12","6","6","6","0","4","1","1","0","1","0","4","0","1","0","0","0","0","0","0","6","0","0","1","1","2","2","120","1","5","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060401","60401","41","10002","4","88","44","44","44","42","0","1","1","23","21","0","0","0","10","11","4","3","0","0","2","18","21","9","3","4","2","1","0","0","7","4","2","1","0","0","1","7","10","7","2","1","2","0","0","0","74","16","22","22","7","7","0","35","9","7","12","5","2","0","56","54","2","30","30","0","7","1","1","3","1","1","0","56","20","2","0","4","2","1","3","0","0","2","0","0","4","0","0","0","0","4","32","0","0","0","0","2557","3","27","2","32","88","3","9","14","5","1","0","0","5","5","3","2","1","2","0","0","2","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","1","33","2","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060402","60402","31","10002","3","89","41","48","40","29","3","14","3","23","15","0","3","0","3","5","2","1","4","7","3","9","12","9","5","6","5","6","6","6","1","3","0","0","4","6","1","5","4","5","2","1","1","4","2","2","86","12","30","20","15","8","1","40","4","14","12","7","3","0","48","43","4","23","20","3","31","14","3","4","3","4","3","35","10","20","8","6","2","1","3","2","1","1","0","5","0","0","1","0","0","6","44","0","0","0","0","3311","19","20","7","46","89","21","12","8","5","0","0","0","73","73","18","55","16","2","0","8","4","5","1","0","0","0","0","0","5","6","7","0","9","2","3","4","0","0","47","3","11","4","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060403","60403","13","10002","1","144","75","69","85","43","4","3","9","43","23","3","2","4","5","5","4","7","4","6","17","22","14","11","7","8","8","5","8","13","1","3","2","3","3","1","8","15","6","5","2","4","5","3","5","9","138","46","43","24","16","7","2","73","22","22","15","11","3","0","84","78","6","45","41","4","46","24","5","11","5","9","6","78","8","21","13","31","15","8","16","7","4","6","5","11","4","8","8","0","0","31","88","0","0","0","0","6986","44","36","10","90","144","58","17","8","7","0","0","0","17","17","15","2","14","0","1","15","0","0","0","0","0","0","0","0","1","0","2","12","1","1","5","5","3","0","82","0","9","6","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060404","60404","41","10002","4","157","77","80","68","77","1","8","3","35","39","1","0","2","11","17","8","5","7","8","5","28","16","13","7","9","6","7","3","7","5","6","6","3","2","6","3","13","11","7","1","5","4","2","1","2","141","13","47","44","23","14","0","70","7","25","25","8","5","0","89","83","6","49","47","2","32","11","6","5","2","3","1","78","27","18","8","8","4","6","2","0","3","1","0","6","2","0","0","0","0","8","58","0","0","0","0","3921","2","55","1","58","157","16","11","14","11","4","2","13","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","58","1","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060406","60406","41","10002","4","600","288","312","246","273","13","51","17","129","139","6","6","8","34","34","34","19","15","18","40","58","64","51","35","34","33","24","30","77","21","15","19","9","6","10","20","24","32","29","20","13","19","14","14","23","557","92","194","103","126","42","0","262","41","92","61","48","20","0","295","280","14","160","154","6","203","73","39","26","12","25","10","296","59","113","50","52","22","16","28","8","6","12","4","33","7","10","2","0","0","52","258","16","0","16","0","20946","36","215","20","271","600","105","75","35","46","7","3","21","68","68","42","26","30","4","8","7","14","11","3","1","3","1","2","0","1","22","10","9","8","10","8","5","7","4","279","9","27","4","2"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060407","60407","13","10002","1","71","26","45","38","25","1","7","0","12","12","0","2","0","7","1","0","2","5","4","5","12","1","5","4","3","3","1","1","17","3","0","0","1","2","2","0","5","0","1","2","1","1","1","1","6","64","21","20","12","9","2","0","23","9","7","4","3","0","0","31","29","2","11","11","0","32","12","5","4","1","6","4","32","5","17","7","8","3","3","4","1","1","2","0","2","4","2","0","0","0","8","40","4","0","4","0","2861","7","32","1","40","71","22","10","3","5","0","0","0","16","16","9","7","9","0","0","4","4","0","1","0","0","0","0","0","1","5","1","2","0","1","3","4","1","0","51","2","5","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060408","60408","13","10002","1","236","105","131","100","82","17","21","16","49","37","7","6","6","5","4","4","13","9","13","16","21","21","22","15","22","21","17","17","16","3","3","1","7","3","5","6","9","11","10","8","5","13","7","9","5","231","74","76","50","24","6","1","102","34","31","23","10","4","0","121","116","5","63","62","1","102","35","19","20","9","21","11","105","17","42","15","38","17","9","20","9","6","7","4","10","3","14","10","1","0","38","139","10","0","9","1","12738","43","87","14","144","236","89","27","21","5","2","0","0","23","23","22","1","22","0","0","20","2","0","0","0","0","0","0","0","1","2","2","17","1","3","3","9","6","0","143","1","15","5","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060409","60409","13","10002","1","295","122","173","137","99","9","37","13","66","45","3","4","4","9","15","9","3","11","16","14","19","23","19","22","19","19","26","11","60","4","5","5","3","4","10","4","10","10","9","11","10","7","10","2","18","283","80","89","53","41","18","2","118","32","43","26","12","4","1","129","117","10","64","60","4","133","44","23","11","6","20","9","116","10","79","28","47","15","12","27","8","3","10","2","29","1","11","6","0","0","47","129","13","0","13","0","13567","54","62","18","134","264","64","30","26","11","2","1","8","76","76","29","47","28","0","1","27","0","2","0","0","0","0","0","0","4","4","12","9","5","3","4","17","0","0","143","3","21","5","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060410","60410","13","10002","1","79","46","33","35","33","2","2","7","23","19","1","1","2","2","1","2","2","3","7","3","6","8","3","11","10","7","2","9","3","1","1","0","1","3","5","3","3","6","2","5","4","3","1","6","2","77","23","27","12","12","1","2","45","12","19","4","7","1","2","42","39","1","27","25","0","32","17","4","5","3","10","5","31","6","13","8","7","2","2","4","1","1","1","0","3","0","1","3","0","0","7","43","1","0","1","0","4574","29","17","0","46","79","27","8","8","3","0","0","0","11","11","10","1","10","0","0","10","0","0","0","0","0","0","0","0","0","0","2","8","3","0","2","3","1","1","67","0","5","5","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060411","60411","24","10002","2","81","42","39","32","36","2","9","2","19","18","2","1","2","4","4","6","2","1","4","3","6","6","7","5","5","5","5","6","12","3","2","4","2","1","0","2","4","2","4","3","2","2","2","3","6","75","14","19","18","17","6","1","38","7","10","10","7","4","0","36","32","4","21","20","1","31","12","4","3","3","5","2","42","6","19","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","4363","0","33","9","42","81","20","12","5","3","2","0","0","31","31","12","19","10","2","0","3","4","4","0","0","1","0","0","0","2","6","4","0","3","2","4","1","2","0","44","5","7","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060412","60412","13","10002","1","141","59","82","75","49","4","10","3","31","23","3","2","0","9","9","5","3","3","6","10","15","19","12","13","7","10","9","2","9","4","5","1","0","1","3","5","6","10","7","5","2","4","4","0","2","132","51","32","18","16","15","0","55","19","18","6","5","7","0","78","69","5","40","35","3","40","9","8","6","2","10","2","66","13","16","4","43","18","15","24","4","7","10","1","19","10","9","5","0","0","43","82","1","0","1","0","7156","42","37","6","85","141","53","16","9","6","1","0","0","17","17","16","1","16","0","0","16","0","0","0","0","0","0","0","0","1","0","0","15","3","3","1","6","2","1","99","1","10","5","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060413","60413","24","10002","2","12","6","6","4","8","0","0","0","2","4","0","0","0","0","0","1","0","1","1","0","0","0","0","1","2","4","2","0","0","0","0","1","0","0","0","0","0","0","0","1","1","2","1","0","0","12","2","3","4","3","0","0","6","1","1","2","2","0","0","8","8","0","4","4","0","3","1","1","0","0","0","0","7","1","2","1","4","2","2","0","2","1","0","1","0","0","0","4","0","0","4","6","0","0","0","0","521","2","4","0","6","12","2","2","2","0","0","0","0","6","6","2","4","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","2","0","1","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060414","60414","41","10002","4","26","15","11","15","10","0","1","0","9","5","0","1","0","3","3","0","0","0","5","3","7","1","1","0","0","1","1","0","1","1","2","0","0","0","2","2","4","1","1","0","0","0","1","0","1","21","4","11","5","0","1","0","12","1","7","4","0","0","0","15","14","1","10","9","1","5","2","2","1","1","0","0","15","5","2","1","6","2","3","3","0","1","1","0","5","0","1","0","0","0","6","9","0","0","0","0","870","5","4","0","9","26","2","1","3","2","1","0","0","4","4","3","1","2","1","0","0","1","1","1","0","0","0","0","0","0","2","0","1","1","0","1","1","0","0","9","1","2","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060415","60415","44","10002","4","241","106","135","88","117","7","25","4","44","57","0","3","2","8","8","13","8","13","9","12","19","23","26","10","14","13","17","19","29","5","2","8","4","9","5","5","9","10","11","4","5","6","5","10","8","231","32","96","49","42","11","1","100","16","46","21","14","3","0","119","116","2","57","54","2","93","34","15","16","10","14","6","114","25","48","18","18","7","5","12","1","4","3","0","7","1","7","3","0","0","18","114","0","0","0","0","10641","14","84","18","116","241","44","36","20","15","1","0","0","22","22","18","4","9","7","2","7","1","1","4","2","3","0","0","0","1","10","3","4","6","1","2","4","2","3","127","4","9","5","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060416","60416","13","10002","1","33","12","21","11","16","0","4","2","4","7","0","1","0","1","2","1","1","1","3","1","4","2","3","1","2","1","4","3","3","0","1","1","0","0","1","1","1","0","2","0","2","1","1","0","1","32","15","5","6","3","3","0","12","5","1","3","1","2","0","14","12","2","5","4","1","15","5","5","3","1","1","1","10","2","6","2","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","22","0","0","0","0","1922","8","13","1","22","33","15","4","2","1","0","0","0","4","4","4","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","3","0","0","24","0","4","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060417","60417","24","10002","2","45","24","21","16","21","1","7","0","11","10","0","3","0","0","0","1","0","0","4","6","5","1","2","3","1","5","1","2","14","0","0","0","0","0","4","3","3","0","0","3","1","1","1","1","7","45","10","15","5","10","5","0","24","6","8","3","5","2","0","22","18","2","13","10","2","22","11","4","0","0","2","2","15","3","16","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","2006","1","19","5","25","45","11","11","1","1","1","0","0","2","2","2","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","24","0","2","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060418","60418","13","10002","1","138","71","67","46","72","2","13","5","32","35","1","2","1","3","2","4","2","3","7","8","10","8","9","12","8","9","18","14","21","2","2","1","2","3","2","7","7","5","4","6","4","5","5","8","8","135","19","43","38","30","4","1","69","12","22","17","15","2","1","60","54","5","37","35","1","69","29","11","5","5","6","3","44","9","47","21","18","7","6","9","3","3","3","1","14","0","3","1","0","0","18","69","5","0","5","0","5400","16","50","8","74","138","35","22","10","6","1","0","0","20","20","18","2","16","2","0","13","3","0","1","1","0","0","0","0","2","6","6","4","1","6","6","4","1","0","75","1","10","7","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060419","60419","13","10002","1","11","7","4","3","7","0","1","0","2","4","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","2","1","1","4","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","2","11","6","4","1","0","0","0","7","4","3","0","0","0","0","4","4","0","2","2","0","7","5","2","1","1","0","0","2","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","870","0","5","2","7","11","3","4","0","0","0","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","7","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060420","60420","44","10002","4","152","65","87","56","74","3","15","4","24","36","2","3","0","7","11","3","7","6","5","6","9","5","15","14","6","7","8","10","33","2","6","1","3","3","3","3","5","2","4","8","3","2","4","4","12","143","28","41","35","29","10","0","62","11","18","18","10","5","0","58","58","0","32","32","0","73","24","6","10","3","11","4","58","9","46","17","7","2","2","4","1","1","1","0","6","0","0","1","0","0","7","75","0","0","0","0","6656","13","59","4","76","152","32","25","9","7","3","0","0","6","5","4","1","4","0","0","0","0","0","4","0","0","0","0","0","0","1","0","3","1","0","0","1","0","2","77","1","3","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060421","60421","13","10002","1","62","27","35","31","20","2","5","4","11","9","2","2","3","1","1","0","1","1","4","14","9","6","4","4","2","3","4","3","5","0","0","0","0","0","3","6","4","2","4","2","0","2","0","2","2","60","24","15","9","8","3","1","27","6","7","8","3","2","1","41","40","1","20","19","1","19","7","2","2","0","5","3","20","7","10","4","13","5","2","10","1","1","3","1","4","0","5","4","0","0","13","42","0","0","0","0","3047","20","17","7","44","62","29","12","3","0","0","0","0","12","12","12","0","12","0","0","12","0","0","0","0","0","0","0","0","2","0","0","10","6","0","4","1","1","0","35","0","7","5","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060422","60422","13","10002","1","2","2","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","2","1","1","0","0","0","0","2","2","0","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","145","2","0","0","2","2","2","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","6","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060423","60423","41","10002","4","166","85","81","63","92","0","9","2","36","47","0","2","0","5","12","8","4","3","4","7","19","13","24","8","11","16","14","5","13","3","8","5","1","3","4","2","8","7","13","4","4","7","9","0","7","161","13","52","52","29","14","1","82","3","26","30","14","8","1","86","81","4","45","44","1","55","24","8","5","3","3","2","75","29","39","19","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","72","0","0","0","0","5486","4","66","2","72","166","18","26","17","10","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","72","1","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060424","60424","24","10002","2","48","21","27","18","20","2","7","1","10","10","1","0","0","1","3","5","1","1","3","1","1","8","4","1","4","6","3","0","6","1","1","2","1","1","2","0","0","4","4","0","1","2","2","0","0","47","7","13","15","6","6","0","20","3","8","7","1","1","0","23","21","1","14","13","1","16","3","4","1","1","1","0","22","6","10","2","10","5","4","5","1","2","3","0","7","0","2","1","0","0","10","20","3","0","3","0","1566","3","14","4","21","48","5","9","3","4","0","0","0","25","25","10","15","10","0","0","5","5","0","0","0","0","0","0","0","2","6","2","0","2","1","5","2","0","0","34","4","6","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060425","60425","13","10002","1","237","112","125","108","92","6","19","12","55","45","4","3","5","7","6","7","6","12","16","21","13","26","24","15","17","14","16","10","27","2","1","5","3","5","7","13","7","12","15","8","5","9","7","1","12","229","71","84","46","20","7","1","109","36","37","23","12","1","0","120","119","1","69","68","1","97","35","21","12","4","17","11","105","15","47","19","43","17","17","20","6","7","8","2","24","5","6","8","0","0","43","142","6","0","6","0","12224","50","74","19","143","237","81","38","17","6","1","0","0","42","42","40","2","40","0","0","28","12","0","0","0","0","0","0","0","3","6","16","15","15","4","7","5","9","0","167","4","27","9","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060427","60427","41","10002","4","130","65","65","41","60","6","20","3","26","30","3","5","1","1","1","3","7","7","12","3","6","6","8","10","6","9","2","9","40","1","1","2","4","6","6","2","4","1","4","4","4","4","1","3","18","129","4","34","42","43","6","0","64","2","17","26","18","1","0","45","42","2","24","23","1","80","37","18","9","6","15","7","41","13","38","24","13","6","7","5","1","4","2","0","6","1","3","3","0","0","13","55","0","0","0","0","5632","21","32","4","57","130","18","15","17","4","3","0","0","2","2","2","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","55","0","2","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060428","60428","13","10002","1","10","4","6","4","5","0","1","0","2","2","0","0","0","0","0","0","0","0","1","0","1","0","2","0","1","2","0","2","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","10","8","0","2","0","0","0","4","4","0","0","0","0","0","6","6","0","4","4","0","4","0","1","1","0","0","0","5","0","2","0","2","0","0","1","1","0","0","0","1","0","1","0","0","0","2","7","14","0","0","14","755","2","3","2","7","10","5","1","1","0","0","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","14","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060429","60429","44","10002","4","234","106","128","79","120","4","29","2","39","60","2","4","1","8","8","9","2","9","6","17","12","23","13","10","11","15","12","22","57","3","4","4","1","5","3","9","5","12","7","5","6","6","6","7","23","225","31","83","38","59","14","0","102","15","41","18","23","5","0","95","91","4","49","47","2","114","46","22","10","5","11","6","88","25","71","35","11","5","5","5","1","3","2","0","8","2","0","1","0","0","11","110","1","0","1","0","9804","5","103","6","114","234","43","39","16","15","1","0","0","26","26","25","1","12","8","5","1","0","10","12","1","1","0","0","0","1","14","2","8","9","3","0","10","3","0","112","17","8","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060430","60430","12","10002","1","51","25","26","28","18","1","0","4","14","9","0","0","2","3","0","3","3","4","1","7","3","2","4","12","3","4","0","1","1","3","0","1","2","2","0","6","0","1","1","5","2","1","0","1","0","48","21","14","6","4","3","0","22","10","8","2","1","1","0","31","28","3","14","14","0","14","7","1","5","2","5","3","29","1","3","2","12","4","3","8","1","2","2","0","3","0","8","1","0","0","12","23","0","0","0","0","2282","6","13","6","25","51","12","6","3","2","2","0","0","16","16","10","6","10","0","0","10","0","0","0","0","0","0","0","0","1","1","6","2","3","0","5","2","0","0","31","0","7","3","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060431","60431","13","10002","1","90","38","52","42","25","3","17","3","21","13","0","4","0","5","2","1","2","4","5","8","10","6","8","9","4","6","3","7","10","0","2","0","2","1","3","3","6","2","4","2","3","5","1","3","1","84","27","26","18","8","2","3","37","15","8","9","3","1","1","45","41","3","23","21","1","37","13","7","5","4","6","4","35","4","19","5","15","7","5","9","1","1","5","1","7","2","1","5","0","0","15","57","4","0","4","0","4386","13","39","6","58","90","41","10","3","1","2","1","6","17","17","15","2","13","1","1","13","0","2","0","0","0","0","0","0","0","1","2","12","1","3","2","7","0","2","132","1","9","5","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060432","60432","12","10002","1","80","31","49","27","37","2","9","5","10","18","1","1","1","0","6","1","2","6","2","2","5","6","3","11","3","8","7","5","13","0","3","1","0","1","0","1","1","4","1","3","1","4","3","4","4","78","32","31","6","4","5","0","29","12","12","3","1","1","0","36","35","1","16","16","0","37","11","7","7","1","4","0","27","10","19","10","14","4","3","6","5","2","1","1","13","0","0","1","0","0","14","42","0","0","0","0","6298","7","31","6","44","80","24","10","6","2","2","0","0","11","11","5","6","4","1","0","4","0","1","0","0","0","0","0","0","0","0","0","5","0","1","2","1","0","1","46","4","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060433","60433","13","10002","1","174","82","92","79","63","4","23","5","46","31","2","1","2","7","7","12","9","0","6","10","8","12","17","17","14","14","12","5","24","2","3","10","7","0","2","6","2","8","7","9","6","8","6","3","3","166","69","45","28","18","6","0","79","36","19","14","8","2","0","85","83","2","45","45","0","63","22","8","11","7","16","8","69","12","28","7","38","16","3","19","16","1","9","6","14","1","13","10","0","0","38","90","1","0","1","0","10730","40","41","16","97","174","56","17","14","8","2","0","0","21","21","19","2","19","0","0","14","5","0","0","0","0","0","0","0","3","2","3","11","2","1","3","9","3","1","125","5","10","1","3"
