CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,NSEZ,ACE,CODLOC,CODASC,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P64,P65,P66,P128,P129,P130,P131,P132,P135,P136,P137,P138,P139,P140,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,A2,A3,A5,A6,A7,A44,A46,A47,A48,PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060001","60001","32","10002","3","251","129","122","105","105","9","28","4","61","54","3","9","2","4","12","9","15","6","10","17","21","24","24","19","11","12","12","13","42","2","6","3","13","3","4","10","8","14","11","10","5","5","7","10","18","243","25","76","69","59","14","0","125","9","39","45","26","6","0","125","115","9","69","63","6","101","49","15","20","15","4","2","101","33","62","32","19","6","7","8","4","1","3","2","15","1","3","0","0","0","19","115","8","0","8","0","9063","20","92","4","116","246","46","36","18","9","4","3","18","70","70","40","30","32","8","0","25","5","6","2","2","0","0","0","0","6","26","8","0","12","8","10","9","1","0","126","20","19","0","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060002","60002","32","10002","3","15","5","10","5","7","0","2","1","2","3","0","0","0","2","0","0","0","1","0","0","2","1","1","1","1","0","1","0","5","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","13","1","6","0","6","0","0","4","1","1","0","2","0","0","6","6","0","2","2","0","7","2","0","1","0","1","0","5","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","441","3","3","1","7","15","3","2","1","0","1","0","0","4","4","4","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","4","0","1","2","1","0","0","0","8","0","4","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060003","60003","32","10002","3","20","9","11","6","8","1","4","1","4","4","1","0","0","0","0","0","1","0","3","0","0","2","1","0","3","3","2","1","4","0","0","0","1","0","2","0","0","1","1","0","1","1","1","0","1","20","7","6","2","5","0","0","9","5","1","1","2","0","0","11","8","2","7","5","1","9","2","2","1","0","2","1","3","3","4","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","8","0","0","0","0","876","1","7","0","8","20","1","3","3","1","0","0","0","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","8","0","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060004","60004","32","10002","3","253","120","133","96","113","10","26","8","54","57","5","2","2","8","12","15","10","12","2","12","18","30","22","19","15","8","12","20","38","6","6","8","5","7","2","7","7","14","10","8","7","4","5","11","13","243","21","73","66","67","16","0","113","9","35","38","23","8","0","122","114","4","64","60","2","96","36","19","10","4","5","3","99","31","62","29","49","26","18","28","3","13","12","1","17","3","4","25","0","0","49","107","6","0","6","0","8231","22","80","14","116","253","47","27","21","17","3","1","6","63","63","40","23","25","12","3","9","16","8","7","0","0","0","0","0","11","16","10","3","13","9","7","8","3","0","138","13","27","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060005","60005","32","10002","3","3","1","2","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","1","1","1","0","0","1","0","0","1","0","0","0","2","1","1","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","14","0","0","14","170","2","0","1","3","3","3","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","14","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060006","60006","32","10002","3","161","70","91","69","65","4","20","3","29","33","2","5","1","8","11","9","6","4","6","6","20","14","8","9","4","13","6","7","30","2","6","5","1","4","2","3","7","6","6","5","0","5","2","4","12","151","19","34","40","41","17","0","68","8","13","24","14","9","0","67","58","7","27","25","2","66","30","10","5","3","6","5","71","9","45","22","26","10","14","12","0","6","4","0","19","1","5","1","0","0","26","66","0","0","0","0","5219","13","52","4","69","161","25","19","11","10","3","1","10","27","27","17","10","15","1","1","1","1","3","8","4","0","0","0","0","1","9","6","1","3","4","6","3","1","0","66","1","16","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060007","60007","32","10002","3","377","186","191","165","164","3","34","11","91","84","0","6","5","13","33","25","23","11","16","8","25","42","41","28","22","16","16","17","41","7","18","11","12","7","11","5","10","18","22","18","11","8","6","7","15","359","54","108","87","63","43","4","176","21","59","52","23","19","2","170","160","9","98","94","4","136","52","28","24","13","14","6","170","45","70","32","19","9","9","8","2","6","3","0","5","8","2","4","0","0","19","155","0","0","0","0","13445","6","131","20","157","377","50","41","33","26","1","6","37","39","39","29","10","15","14","0","3","11","0","2","0","11","2","0","0","2","14","13","0","4","3","6","12","4","0","163","15","13","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060008","60008","32","10002","3","20","10","10","8","6","1","5","0","5","3","0","2","0","0","1","3","1","1","0","0","0","3","4","0","1","1","2","1","2","0","1","2","1","0","0","0","0","1","2","0","0","1","1","0","1","20","1","8","6","3","2","0","10","0","2","5","2","1","0","9","9","0","3","3","0","7","4","0","2","1","0","0","10","4","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","990","1","9","0","10","20","6","1","1","1","1","0","0","2","2","2","0","1","1","0","1","0","0","0","1","0","0","0","0","0","2","0","0","1","0","0","0","1","0","11","0","2","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060009","60009","32","10002","3","21","11","10","4","14","1","1","1","2","7","0","1","1","2","0","0","1","1","0","1","0","0","1","1","2","3","2","3","4","0","0","0","1","0","0","1","0","0","1","0","1","2","0","2","3","19","2","4","6","7","0","0","11","1","4","2","4","0","0","7","5","1","4","3","1","12","7","2","1","1","0","0","6","0","9","6","4","1","3","1","0","0","1","0","4","0","0","0","0","0","4","10","0","0","0","0","956","1","7","3","11","21","3","7","0","1","0","0","0","14","14","6","8","5","1","0","0","0","1","4","1","0","0","0","0","1","4","1","0","2","4","0","0","0","0","10","0","6","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060010","60010","32","10002","3","95","46","49","36","44","1","13","1","20","22","1","3","0","0","4","5","4","2","3","7","2","3","10","4","13","6","10","3","19","0","2","1","2","2","1","3","1","1","7","2","7","4","5","1","7","95","13","19","29","28","6","0","46","6","8","17","12","3","0","38","37","1","20","20","0","48","23","4","7","4","1","1","25","16","36","18","2","0","0","0","2","0","0","0","2","0","0","0","0","0","2","39","3","0","3","0","3828","3","35","2","40","95","12","14","5","6","2","1","6","21","21","14","7","10","4","0","0","1","0","6","7","0","0","0","0","3","7","2","2","5","1","3","4","1","0","50","1","13","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060011","60011","0","40002","3","91","47","44","47","36","1","2","5","26","18","0","0","3","5","5","3","5","9","7","3","5","5","8","9","5","7","3","2","10","2","3","0","3","5","5","3","2","2","5","4","4","2","2","2","3","86","21","37","13","10","5","0","45","10","21","8","4","2","0","44","42","1","30","28","1","34","12","10","13","7","0","0","47","3","11","5","10","4","5","5","0","2","2","0","3","0","1","6","0","0","10","32","0","0","0","0","4121","7","19","10","36","91","11","9","6","7","2","1","6","36","36","36","0","35","1","0","27","1","2","2","3","0","1","0","0","10","22","4","0","19","10","6","1","0","0","63","20","13","3","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060012","60012","32","10002","3","77","36","41","25","45","0","3","4","12","22","0","0","2","0","2","4","4","3","5","1","0","8","8","10","6","4","1","5","16","0","0","2","1","2","3","1","0","4","3","5","3","2","1","2","7","76","11","24","22","17","2","0","36","6","10","13","6","1","0","33","33","0","21","21","0","38","13","7","5","1","3","1","30","9","23","11","2","1","0","1","1","0","0","1","2","0","0","0","0","0","2","29","0","0","0","0","3815","2","26","1","29","77","9","4","8","6","0","2","12","28","28","20","8","13","7","0","1","1","1","9","8","0","0","0","0","3","15","2","0","12","6","1","1","0","0","35","3","16","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060013","60013","32","10002","3","18","8","10","7","10","0","1","0","3","5","0","0","0","0","2","1","2","0","0","1","2","0","1","2","0","1","3","0","3","0","1","0","1","0","0","0","1","0","0","2","0","0","2","0","1","17","0","4","7","5","1","0","7","0","1","4","2","0","0","6","5","1","3","3","0","9","4","0","0","0","2","1","8","1","7","3","3","1","2","1","0","1","0","0","0","0","3","0","0","0","3","6","0","0","0","0","614","0","7","0","7","18","1","3","1","2","0","0","0","5","5","4","1","4","0","0","1","0","3","0","0","0","0","0","0","2","2","0","0","2","2","0","0","0","0","6","3","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060014","60014","32","10002","3","68","31","37","35","24","0","5","4","17","13","0","0","1","1","5","2","3","0","1","5","9","6","8","4","5","4","5","7","3","1","3","1","2","0","0","3","3","2","4","1","3","2","2","3","1","67","8","21","20","12","6","0","30","1","8","12","5","4","0","30","26","4","13","11","2","30","13","5","3","2","6","4","27","9","16","7","8","5","0","4","4","0","3","2","1","3","0","4","0","0","8","31","0","0","0","0","2089","6","24","2","32","68","12","9","8","2","0","1","6","12","12","9","3","9","0","0","6","2","1","0","0","0","0","0","0","1","4","4","0","3","3","2","1","0","0","24","0","8","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060015","60015","32","10002","3","115","52","63","44","53","1","17","0","25","26","0","1","0","2","6","7","11","7","5","2","8","6","13","7","2","6","7","12","14","1","5","2","6","3","4","1","3","2","8","3","0","3","3","5","3","113","12","39","26","27","7","2","51","6","18","15","5","5","2","43","41","2","23","21","2","57","21","9","15","8","1","1","55","9","32","12","10","7","5","5","0","5","2","0","3","6","0","1","0","0","10","44","2","0","2","0","4031","3","39","3","45","115","16","10","9","5","1","4","27","28","28","21","7","20","1","0","0","0","2","15","4","0","0","0","0","4","17","0","0","12","4","2","3","0","0","45","0","21","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060016","60016","32","10002","3","34","15","19","11","21","1","1","0","5","10","0","0","0","0","3","2","1","1","2","2","3","1","2","1","4","2","7","1","2","0","2","1","1","0","1","1","2","0","0","1","1","1","4","0","0","34","4","9","8","10","3","0","15","2","1","6","4","2","0","11","11","0","6","6","0","18","6","2","3","1","1","0","12","3","12","5","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","16","4","0","4","0","1342","3","13","0","16","34","5","5","5","1","0","0","0","17","17","13","4","12","1","0","0","0","4","4","4","0","0","0","1","3","9","0","1","7","5","1","0","0","0","20","0","13","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060017","60017","32","10002","3","139","68","71","55","66","0","15","3","28","35","0","3","2","6","2","8","4","10","4","7","9","9","10","16","6","8","7","6","27","4","2","3","3","5","2","2","4","1","5","10","3","6","2","3","13","133","16","42","37","33","5","0","64","8","20","22","10","4","0","64","61","3","34","31","3","59","25","5","8","4","4","0","58","13","42","21","8","3","3","4","1","2","0","1","4","1","3","0","0","0","8","63","6","0","6","0","4774","6","48","12","66","139","27","17","14","4","4","0","0","18","18","12","6","12","0","0","5","2","5","0","0","0","0","0","0","1","5","2","4","2","2","2","4","2","0","61","0","11","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060018","60018","32","10002","3","142","72","70","45","66","3","25","3","30","32","1","8","1","3","5","3","5","5","5","5","5","6","8","6","11","15","12","15","33","3","3","2","4","4","3","2","3","4","3","2","4","6","8","5","16","139","14","30","36","50","9","0","69","6","15","22","23","3","0","42","41","1","23","23","0","89","41","10","8","5","5","1","44","14","66","35","16","10","8","6","2","7","2","1","6","0","2","8","0","0","16","71","1","0","1","0","6123","5","61","5","71","142","28","26","11","3","2","1","7","27","27","20","7","18","2","0","0","0","1","14","5","0","0","0","0","5","12","3","0","7","7","3","2","0","1","77","0","20","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060019","60019","32","10002","3","38","17","21","18","12","0","6","2","9","6","0","1","1","1","0","2","1","3","1","0","0","4","1","2","5","2","3","2","11","1","0","2","1","1","0","0","0","0","0","0","4","1","2","1","4","37","2","5","7","21","2","0","16","1","0","3","11","1","0","11","9","2","5","5","0","24","9","7","0","0","4","2","7","2","13","7","5","3","3","1","1","2","0","1","0","5","0","0","0","0","5","21","14","0","0","14","1079","20","1","0","21","38","12","5","1","2","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","14","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060020","60020","32","10002","3","127","63","64","52","60","1","12","2","29","30","0","4","0","6","2","6","6","5","9","4","8","14","8","14","12","7","7","2","17","1","1","5","4","2","7","3","4","8","3","3","7","1","5","2","7","121","10","34","41","29","6","1","62","3","16","27","14","2","0","61","57","4","33","30","3","52","23","11","8","6","4","0","58","14","29","17","14","6","5","8","1","3","3","0","3","3","7","1","0","0","14","54","0","0","0","0","3849","7","44","4","55","127","13","21","14","6","0","1","6","13","13","11","2","9","2","0","0","0","6","5","0","0","0","0","0","1","3","6","1","3","1","2","4","0","1","55","1","10","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060021","60021","32","10002","3","66","30","36","34","21","1","6","4","18","10","0","1","1","6","2","1","2","6","7","2","8","3","7","5","3","4","1","3","6","4","1","1","2","3","1","0","6","1","3","3","1","1","0","2","1","60","0","12","31","13","4","0","26","0","5","13","6","2","0","36","29","5","16","14","2","21","8","5","4","3","3","2","32","8","9","3","7","2","2","5","0","0","2","0","0","7","0","0","0","0","7","23","0","0","0","0","1312","22","0","3","25","66","7","6","6","3","1","2","12","4","4","4","0","4","0","0","0","0","4","0","0","0","0","0","0","0","1","3","0","0","0","0","2","2","0","36","0","4","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060022","60022","32","10002","3","169","81","88","50","97","1","18","3","28","46","0","5","2","5","8","5","5","4","4","6","11","11","10","11","8","8","13","17","43","4","5","2","4","3","1","3","5","4","3","7","4","3","6","6","21","162","17","35","58","43","9","0","76","5","16","32","18","5","0","59","59","0","29","29","0","92","41","13","7","5","4","2","54","21","68","34","5","2","2","3","0","1","1","0","0","4","1","0","0","0","5","72","1","0","1","0","6658","9","57","8","74","169","17","29","18","10","0","0","0","25","25","19","6","11","8","0","1","0","2","12","4","0","0","0","0","0","14","5","0","1","7","6","4","1","0","73","5","14","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060023","60023","32","10002","3","46","17","29","19","11","2","11","3","8","6","0","0","3","0","1","0","3","3","1","2","0","2","2","6","5","5","1","4","11","0","1","0","0","0","1","0","0","1","1","5","2","1","0","3","2","46","3","9","17","15","1","1","17","1","3","10","2","1","0","20","17","2","10","9","1","25","6","4","2","0","5","2","14","2","14","4","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","25","1","0","1","0","1249","25","0","0","25","46","11","9","3","2","0","0","0","4","4","4","0","4","0","0","1","0","3","0","0","0","0","0","0","1","0","3","0","1","0","0","0","3","0","36","2","1","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060024","60024","32","10002","3","39","19","20","25","9","1","3","1","14","5","0","0","0","1","0","1","3","3","2","4","0","2","6","7","0","2","3","2","3","1","0","1","1","2","0","3","0","0","2","4","0","1","2","1","1","38","2","9","20","7","0","0","18","0","4","11","3","0","0","17","17","0","7","7","0","20","10","3","3","1","4","3","18","3","10","6","3","2","1","2","0","1","1","0","2","1","0","0","0","0","3","17","0","0","0","0","918","17","0","0","17","39","7","2","5","2","1","0","0","3","3","3","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","3","0","0","1","0","1","1","0","17","0","2","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060025","60025","32","10002","3","132","62","70","55","61","5","8","3","26","30","3","1","2","4","6","5","6","5","7","7","12","11","18","14","7","6","6","5","13","1","3","2","3","3","3","5","6","4","6","9","4","2","3","3","5","127","19","41","33","26","8","0","60","9","20","18","10","3","0","85","81","4","44","43","1","32","12","7","6","3","3","1","74","10","16","8","13","7","3","9","1","2","4","1","6","0","4","3","0","0","13","55","0","0","0","0","5354","7","45","5","57","132","17","18","12","8","1","1","6","11","11","11","0","7","4","0","2","5","3","1","0","0","0","0","0","4","4","3","0","4","2","1","2","1","1","55","5","6","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060026","60026","32","10002","3","101","51","50","30","65","0","5","1","14","33","0","3","1","1","3","3","4","8","8","2","4","3","6","7","7","11","9","16","9","1","1","2","2","3","3","1","2","1","3","4","3","5","4","10","6","100","12","28","27","29","4","0","50","6","11","17","15","1","0","39","39","0","20","20","0","55","27","11","9","4","3","1","39","10","32","22","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","38","0","0","0","0","3385","1","35","4","40","101","6","16","9","9","0","0","0","2","2","2","0","0","2","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","1","1","38","1","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060027","60027","32","10002","3","90","36","54","31","36","1","18","4","17","18","0","1","0","0","3","4","4","3","1","3","4","5","9","4","11","6","9","10","14","0","2","4","1","2","0","2","2","2","2","4","6","0","5","3","1","88","1","8","34","34","9","2","34","0","2","16","14","2","0","29","26","3","17","15","2","54","13","9","4","1","5","1","25","10","36","11","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","46","0","0","0","0","2442","45","1","0","46","90","18","15","11","1","1","0","0","6","6","6","0","6","0","0","0","0","6","0","0","0","0","0","0","0","3","3","0","0","0","0","3","3","0","46","0","2","4","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060028","60028","32","10002","3","4","3","1","2","2","0","0","0","2","1","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","4","0","1","2","1","0","0","3","0","1","1","1","0","0","2","2","0","1","1","0","1","1","0","1","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","90","0","1","0","1","4","0","0","0","1","0","0","0","4","3","1","2","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060029","60029","32","10002","3","123","57","66","45","57","2","15","4","27","28","0","0","2","4","4","9","11","2","5","4","8","5","15","7","2","6","10","14","17","2","4","5","4","1","1","2","5","4","7","3","2","2","4","5","6","119","15","37","34","27","6","0","55","7","18","17","9","4","0","45","42","2","24","24","0","61","22","10","12","5","5","4","51","10","34","13","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","52","0","0","0","0","5076","1","49","3","53","123","14","20","9","8","2","0","0","33","33","26","7","21","5","0","0","17","6","3","0","0","0","0","0","3","23","0","0","7","14","5","0","0","0","50","13","13","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060030","60030","32","10002","3","137","58","79","59","56","3","15","4","26","28","0","3","1","5","10","6","6","4","7","17","15","10","9","3","8","7","7","10","13","4","0","4","6","0","2","6","7","4","4","1","3","6","4","4","3","129","19","36","36","23","15","0","54","8","15","20","9","2","0","67","62","3","29","28","1","49","21","4","8","4","6","4","59","19","31","13","17","8","7","8","2","4","3","1","10","5","2","0","0","0","17","66","1","0","1","0","5047","18","43","7","68","137","33","14","11","8","1","1","6","29","28","15","13","11","4","0","2","7","4","0","0","1","0","1","0","2","3","10","0","3","2","3","6","1","0","65","5","8","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060031","60031","32","10002","3","145","62","83","56","64","5","15","5","25","32","4","1","0","11","9","4","5","6","5","14","11","10","15","10","5","8","2","6","24","7","2","1","2","2","1","5","6","6","8","4","4","3","1","3","7","132","22","40","33","26","11","0","54","10","16","16","10","2","0","69","65","2","36","36","0","52","16","13","7","3","7","2","62","15","25","11","16","7","6","8","2","3","3","1","15","0","0","1","0","0","16","65","1","0","1","0","5353","10","49","8","67","145","27","14","14","12","0","0","0","30","30","24","6","20","4","0","4","9","7","1","0","2","1","0","0","2","15","4","3","6","6","5","3","4","0","97","9","12","3","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060032","60032","32","10002","3","117","58","59","48","56","2","9","2","26","28","1","3","0","3","3","13","2","4","3","11","6","15","15","6","2","7","8","8","11","2","2","7","1","2","1","6","4","4","9","3","2","2","4","4","5","114","22","32","28","25","7","0","56","11","13","18","11","3","0","58","57","1","30","29","1","40","17","7","2","1","4","3","47","18","27","13","11","2","3","8","0","0","2","0","4","0","3","4","0","0","11","52","0","0","0","0","4279","6","42","6","54","117","23","14","6","7","4","0","0","23","23","16","7","16","0","0","3","5","7","1","0","0","0","0","0","1","8","7","0","5","2","5","4","0","0","53","7","9","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060033","60033","32","10002","3","273","121","152","116","116","12","24","5","54","55","6","4","2","17","24","19","7","11","5","10","17","37","20","19","15","10","9","19","34","9","12","9","2","3","2","5","7","15","9","11","8","4","1","10","14","252","54","71","55","45","27","0","110","24","31","22","19","14","0","119","114","5","58","54","4","94","33","14","14","2","12","8","97","53","54","23","26","9","11","14","1","5","3","1","14","4","8","0","0","0","26","97","1","1","1","0","13991","9","79","16","104","273","30","30","15","19","5","5","37","85","85","61","24","57","4","0","24","10","3","22","2","0","0","0","0","13","42","6","0","31","17","8","5","0","0","118","43","16","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060034","60034","32","10002","3","75","34","41","23","43","4","5","0","9","21","2","2","0","3","2","1","1","5","3","4","3","4","5","7","4","8","9","3","13","1","0","1","0","1","2","2","1","2","3","3","2","4","4","2","6","70","13","26","19","11","1","0","33","6","13","9","5","0","0","32","29","3","17","17","0","37","15","7","5","2","3","2","31","6","22","11","6","1","2","4","0","0","1","0","1","0","5","0","0","0","6","31","1","0","1","0","3069","1","28","5","34","75","10","13","5","6","0","0","0","16","16","13","3","8","5","0","7","1","0","1","1","3","0","0","0","3","9","1","0","5","4","3","1","0","0","30","8","5","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060035","60035","32","10002","3","38","19","19","13","20","0","5","0","8","10","0","1","0","0","0","4","3","1","1","0","2","3","5","1","1","6","1","4","6","0","0","2","2","0","1","0","1","0","4","1","0","4","0","2","2","38","2","11","12","12","1","0","19","1","5","6","7","0","0","15","15","0","8","8","0","19","9","2","4","2","0","0","19","4","13","6","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","17","0","0","0","0","1443","0","17","0","17","38","6","4","4","3","0","0","0","10","10","9","1","8","1","0","0","7","1","1","0","0","0","0","0","0","8","1","0","6","2","0","1","0","0","18","5","4","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060036","60036","32","10002","3","78","34","44","43","18","3","7","7","19","9","1","1","4","5","5","3","4","2","2","8","3","10","3","4","2","12","2","1","12","2","3","0","3","1","1","4","2","4","2","2","1","5","2","0","2","73","9","22","21","14","7","0","32","5","10","11","2","4","0","34","27","5","18","15","1","31","11","2","3","2","8","2","26","10","18","7","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","41","2","0","2","0","2100","18","19","4","41","77","20","12","4","4","1","0","0","9","9","7","2","5","2","0","1","0","4","0","2","0","0","0","0","0","5","2","0","2","1","0","2","1","1","44","2","3","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060037","60037","32","10002","3","194","88","106","70","99","1","19","5","33","50","0","4","1","7","5","6","5","8","14","14","12","7","13","11","11","23","9","19","30","4","4","0","3","4","5","6","6","5","7","3","3","12","3","9","14","185","25","59","51","41","8","1","82","8","28","29","14","3","0","91","86","3","43","41","2","85","37","11","4","2","10","4","68","16","60","31","19","8","9","7","3","5","3","0","17","1","0","1","0","0","19","87","3","0","3","0","7449","9","69","11","89","194","29","31","19","6","3","1","7","24","24","17","7","6","11","0","1","3","5","7","1","0","0","0","0","4","8","5","0","5","3","2","3","4","0","92","3","14","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060038","60038","32","10002","3","58","23","35","15","35","1","5","2","6","15","1","0","1","1","1","1","1","1","1","3","3","5","2","3","3","8","4","14","7","0","1","0","0","1","1","2","0","1","1","1","0","5","1","6","3","57","6","20","9","21","1","0","23","0","8","6","8","1","0","20","19","1","8","8","0","35","14","3","1","0","2","0","15","7","29","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","2357","1","25","1","27","58","7","12","5","3","0","0","0","3","3","3","0","1","2","0","0","0","0","0","1","2","0","0","0","0","0","3","0","0","0","0","1","2","0","32","1","2","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060039","60039","32","10002","3","438","196","242","157","174","7","78","22","86","86","3","9","12","16","17","13","17","12","15","16","26","28","34","37","34","31","26","25","91","10","6","8","12","5","6","8","11","13","20","20","21","12","10","10","24","418","34","98","122","132","28","4","185","14","47","69","48","7","0","168","157","8","90","83","6","224","82","26","19","12","27","15","147","44","152","55","21","8","7","10","4","5","3","0","17","1","2","1","0","0","21","194","4","0","4","0","15609","85","103","14","202","438","82","47","39","26","7","1","6","90","90","56","34","43","12","1","7","6","15","24","2","2","0","0","0","3","35","16","2","15","13","15","9","3","1","204","28","26","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060040","60040","32","10002","3","325","153","172","120","155","9","39","2","66","78","5","4","0","10","16","10","9","15","12","15","18","24","27","28","27","20","13","18","63","4","11","5","4","7","5","9","9","16","14","14","14","9","10","3","19","314","44","112","70","65","23","0","148","22","51","42","21","12","0","146","141","4","84","81","2","143","49","21","22","9","10","4","123","44","90","35","8","2","1","6","1","1","1","0","3","0","4","1","0","0","8","145","0","0","0","0","13505","3","135","9","147","325","56","36","31","18","5","1","7","78","78","54","24","37","16","1","11","15","15","8","0","0","5","0","0","7","38","9","0","22","18","5","5","4","0","146","40","14","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060041","60041","32","10002","3","33","16","17","13","14","0","5","1","9","7","0","0","0","2","0","4","2","3","0","2","2","1","2","3","3","0","2","2","5","1","0","4","1","2","0","0","2","1","1","1","1","0","0","0","2","31","4","10","7","9","1","0","15","3","4","4","3","1","0","12","11","1","6","6","0","15","5","1","5","3","0","0","20","2","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","1260","4","7","3","14","33","4","5","3","0","2","0","0","8","8","4","4","3","0","1","1","0","3","0","0","0","0","0","0","1","3","0","0","0","1","1","2","0","0","16","1","3","0","0"
